"Choi matrices from t=0 to t=1000 log spaced, 100 points. Initial state of environment generated with SeedRandom[75647];ψ=RandomChainProductState[L-1];"
0.4950166444603113,0.+0.04966733269876521*I,0.+0.049667332698765325*I,0.49501664446031113,0.-0.049667332698765235*I,0.004983355539689591,0.004983355539689596,0.-0.04966733269876526*I,0.-0.04966733269876531*I,0.004983355539689594,0.004983355539689599,0.-0.04966733269876531*I,0.4950166444603112,0.+0.04966733269876522*I,0.+0.04966733269876533*I,0.49501664446031085
0.49400162397777625,0.+0.054435351530120045*I,0.+0.05443535153012012*I,0.4940016239777765,0.-0.054435351530120066*I,0.00599837602222346,0.005998376022223469,0.-0.054435351530120094*I,0.-0.054435351530120156*I,0.005998376022223465,0.005998376022223471,0.-0.05443535153012016*I,0.49400162397777647,0.+0.054435351530120094*I,0.+0.05443535153012015*I,0.4940016239777766
0.49278087005008736,0.+0.05964435545566797*I,0.+0.059644355455668145*I,0.49278087005008736,0.-0.05964435545566802*I,0.00721912994991157,0.00721912994991159,0.-0.05964435545566802*I,0.-0.05964435545566807*I,0.007219129949911587,0.007219129949911604,0.-0.05964435545566806*I,0.49278087005008736,0.+0.059644355455667965*I,0.+0.059644355455668145*I,0.4927808700500872
0.491313137146375,0.+0.0653297010598859*I,0.+0.06532970105988585*I,0.49131313714637515,0.-0.06532970105988586*I,0.008686862853623393,0.008686862853623398,0.-0.06532970105988581*I,0.-0.06532970105988593*I,0.008686862853623398,0.008686862853623405,0.-0.06532970105988588*I,0.491313137146375,0.+0.06532970105988589*I,0.+0.06532970105988586*I,0.4913131371463749
0.4895491160345135,0.+0.07152776388985631*I,0.+0.07152776388985627*I,0.4895491160345137,0.-0.07152776388985624*I,0.010450883965486135,0.010450883965486133,0.-0.07152776388985621*I,0.-0.07152776388985628*I,0.010450883965486137,0.010450883965486135,0.-0.07152776388985625*I,0.48954911603451357,0.+0.07152776388985632*I,0.+0.07152776388985625*I,0.4895491160345136
0.4874299505703894,0.+0.07827527433451029*I,0.+0.07827527433451033*I,0.48742995057038885,0.-0.07827527433451018*I,0.012570049429611471,0.012570049429611513,0.-0.07827527433451022*I,0.-0.07827527433451031*I,0.012570049429611492,0.012570049429611518,0.-0.07827527433451033*I,0.4874299505703893,0.+0.07827527433451029*I,0.+0.07827527433451034*I,0.4874299505703889
0.4848855248288011,0.+0.0856083537156162*I,0.+0.0856083537156163*I,0.48488552482880104,0.-0.08560835371561622*I,0.0151144751711976,0.015114475171197597,0.-0.0856083537156162*I,0.-0.08560835371561619*I,0.01511447517119761,0.015114475171197619,0.-0.08560835371561626*I,0.48488552482880104,0.+0.08560835371561624*I,0.+0.08560835371561631*I,0.48488552482880093
0.4818325059992375,0.+0.09356115199222913*I,0.+0.09356115199222911*I,0.48183250599923794,0.-0.09356115199222918*I,0.018167494000761373,0.018167494000761408,0.-0.09356115199222921*I,0.-0.09356115199222918*I,0.01816749400076138,0.01816749400076141,0.-0.09356115199222921*I,0.4818325059992377,0.+0.09356115199222911*I,0.+0.09356115199222911*I,0.481832505999238
0.4781721394828766,0.+0.10216396020029248*I,0.+0.10216396020029277*I,0.4781721394828769,0.-0.1021639602002926*I,0.021827860517123952,0.021827860517124,0.-0.10216396020029254*I,0.-0.10216396020029271*I,0.02182786051712399,0.021827860517124025,0.-0.10216396020029263*I,0.4781721394828766,0.+0.10216396020029245*I,0.+0.10216396020029274*I,0.4781721394828768
0.4737878117531268,0.+0.1114406358145307*I,0.+0.11144063581453066*I,0.47378781175312656,0.-0.1114406358145307*I,0.026212188246872617,0.02621218824687266,0.-0.11144063581453066*I,0.-0.11144063581453079*I,0.02621218824687263,0.02621218824687268,0.-0.11144063581453077*I,0.4737878117531267,0.+0.1114406358145307*I,0.+0.11144063581453069*I,0.47378781175312634
0.4685424277531976,0.+0.12140513692483824*I,0.+0.1214051369248383*I,0.4685424277531978,0.-0.1214051369248382*I,0.03145757224680308,0.03145757224680308,0.-0.12140513692483823*I,0.-0.12140513692483816*I,0.03145757224680308,0.03145757224680307,0.-0.12140513692483824*I,0.46854242775319765,0.+0.12140513692483829*I,0.+0.12140513692483834*I,0.46854242775319793
0.4622756984901097,0.+0.13205691133195585*I,0.+0.13205691133195593*I,0.4622756984901097,0.-0.13205691133195582*I,0.03772430150988984,0.037724301509889896,0.-0.1320569113319558*I,0.-0.13205691133195607*I,0.037724301509889854,0.037724301509889896,0.-0.1320569113319561*I,0.4622756984901097,0.+0.13205691133195582*I,0.+0.13205691133195596*I,0.46227569849010985
