3.386211299978446054e-01 3.100945095230749904e-01 3.342084461978638288e-01 3.486550850127425605e-01 3.335236438376978363e-01 3.616836321595919834e-01 3.386387548249697454e-01 3.415006160930340040e-01 3.211441843234000282e-01 3.202602748262389221e-01 3.212276983682874065e-01 3.154180026417702787e-01 3.130985764724969478e-01 3.085372501209013296e-01 3.127287836093472495e-01 3.137399912879224040e-01 3.140965073976910160e-01 3.162111698753305444e-01 3.161865929656567653e-01 3.151980851119924321e-01 3.122301379384683218e-01 3.121694528005334313e-01 3.108572740631179165e-01 3.072415132547970940e-01 3.061009772647775296e-01 3.046278877196804125e-01 3.022401919167563289e-01 3.023264201698103171e-01 3.013696915371555929e-01 2.997961600054159237e-01
3.676297188187425680e-01 3.910013934231915123e-01 4.034604562853837395e-01 3.938118777442343732e-01 3.939078318972502601e-01 3.970008222200853143e-01 3.941281117290213465e-01 3.880340476575993569e-01 3.927343581035985243e-01 3.949539119890542183e-01 3.892297290471682936e-01 3.951095260809833198e-01 3.940584071313317782e-01 3.755655985255075269e-01 3.683790198327712706e-01 3.752585698091168154e-01 3.730292210018404386e-01 3.738105062137948020e-01 3.659772802332257324e-01 3.729090140752387983e-01 3.661781552414082874e-01 3.651327196529277619e-01 3.648611551036570200e-01 3.618441750514384547e-01 3.616213457874599135e-01 3.600806322180511998e-01 3.591207661694637010e-01 3.574265820537909089e-01 3.579535611347898216e-01 3.559863394467417397e-01
3.739504723570887257e-01 4.284330440352126512e-01 4.476329012006612929e-01 4.408991363811162745e-01 4.372336519362051144e-01 4.244024542616013917e-01 4.088954772589648012e-01 3.982121899409036270e-01 4.113726619630850845e-01 3.827643738440683063e-01 3.910775416859545439e-01 4.267504780331779490e-01 4.110633235700226207e-01 3.920074001662642305e-01 3.988702893736491006e-01 3.913776942802490444e-01 3.951981937737887307e-01 3.862411788484199082e-01 3.950646106115742739e-01 3.794566779226809516e-01 3.759330275798338783e-01 3.802544164751280320e-01 3.754792674869543156e-01 3.658987321355266498e-01 3.698042387319028235e-01 3.708014283416339318e-01 3.727993964059031495e-01 3.717881814732286738e-01 3.714794702478519950e-01 3.719900150517420068e-01
4.310909947960105404e-01 4.943780188053125690e-01 5.171716494056761704e-01 5.054022462804030891e-01 5.001223734732916926e-01 4.825124282017027033e-01 4.692348969514819612e-01 4.705296399031682064e-01 4.467816129718739093e-01 4.181377848885999282e-01 4.126060276639663127e-01 4.266397235105838792e-01 4.087141606623263534e-01 4.130554801626480366e-01 4.338464073101146457e-01 4.206266344181823769e-01 4.207278709879885281e-01 4.072713812277613532e-01 3.964056122352816458e-01 4.123276020774419015e-01 4.056525180753756676e-01 3.986258761788552540e-01 4.110684059781218314e-01 4.124980123770827234e-01 4.168535153815088878e-01 4.150740467056995842e-01 4.217891132310919167e-01 4.143263655162959802e-01 4.136150856367803441e-01 4.101949833891128105e-01
4.491950732040189131e-01 5.275770075102556023e-01 5.203946022513622482e-01 5.358363622501317591e-01 5.236257120297803658e-01 5.105773459612058529e-01 5.091589922580646022e-01 5.000518583132327333e-01 4.911432050238016545e-01 4.755267387088275011e-01 4.728051549481274707e-01 4.422685553949535220e-01 4.498783646654457846e-01 4.378435289950116105e-01 4.329893872672931354e-01 4.271084803719402689e-01 4.293859036337979718e-01 4.167017619203665646e-01 4.270608840016077989e-01 4.288790565667572330e-01 4.299994332819174758e-01 4.329258307732669619e-01 4.286930002897976211e-01 4.283720206589050061e-01 4.211052043818352963e-01 4.105935519318202331e-01 4.187253679340118273e-01 4.247495872811995477e-01 4.196205394637014252e-01 4.182999621675138613e-01
4.225875713063008132e-01 5.400407337148318554e-01 5.477948321848151725e-01 5.320588128749416112e-01 5.226602452942025190e-01 5.392638265306117784e-01 5.238015115456866599e-01 5.350693338277269229e-01 5.401207209132167231e-01 5.066566377913203079e-01 5.095564787850823674e-01 4.841383903169030334e-01 4.889210519245570929e-01 4.718522106528300064e-01 4.567971604623572435e-01 4.418486300576365267e-01 4.388820949594981480e-01 4.509911170477719500e-01 4.371251018105086206e-01 4.418397153992844606e-01 4.344070374426766135e-01 4.415160075300872400e-01 4.399034072230003645e-01 4.453025828373049499e-01 4.362918605752469370e-01 4.387635083351345000e-01 4.382758452668110705e-01 4.413184247173490005e-01 4.366239119254511913e-01 4.323526175876264976e-01
4.313626276596306264e-01 5.090593794257385341e-01 5.098988002953166454e-01 5.315982193321060478e-01 5.164645185670126981e-01 5.294906966972084961e-01 5.231241865816108616e-01 5.293306129592930676e-01 5.073253450055322800e-01 5.232230121685016444e-01 4.958869830208618157e-01 5.039126486806432270e-01 4.906698642034686419e-01 4.859089717618633175e-01 4.818666526501056979e-01 4.593355157511127551e-01 4.392430151752232947e-01 4.288729682347237060e-01 4.319007898486619812e-01 4.398151589572174558e-01 4.469514133851168469e-01 4.392638927089204115e-01 4.410335287617945799e-01 4.418871030748163231e-01 4.379893464578825113e-01 4.293140594162904167e-01 4.297148750352869917e-01 4.288278580402453688e-01 4.284634189646395752e-01 4.291737683064767439e-01
4.222062030501640417e-01 4.964226103965082015e-01 5.443803146646275515e-01 5.404191941410548816e-01 5.228278827657284467e-01 5.340674552344933934e-01 5.248837953877176776e-01 5.290111153395934407e-01 5.336955908598567389e-01 5.266332813806864355e-01 5.293089908027566182e-01 5.163710965921209928e-01 5.078130861155909503e-01 4.831121263160026436e-01 4.861072766953320468e-01 4.790940977632564546e-01 4.781335281920697233e-01 4.707810393811199257e-01 4.570845418215600531e-01 4.679367770722476227e-01 4.559170141597814196e-01 4.486015028960204654e-01 4.479949620887828110e-01 4.473431379252461038e-01 4.424032226884493935e-01 4.571012580740825837e-01 4.459039106646044415e-01 4.542702740755947821e-01 4.444592224136636460e-01 4.394794074489784541e-01
4.188555292004736419e-01 4.794135380116836820e-01 5.183329598696516660e-01 5.174078089740518083e-01 5.180134607987261219e-01 5.192581762935933876e-01 5.236613881180538499e-01 5.222094391071228081e-01 5.279873822918644821e-01 5.223886355363646095e-01 5.218932280006719493e-01 4.971763218982354626e-01 5.130180939545352370e-01 5.246138680617216110e-01 4.879834030613415807e-01 4.929990398059944656e-01 4.842224206652748220e-01 4.951842470087633452e-01 4.885940125266939882e-01 4.702332292739710429e-01 4.639840211354608335e-01 4.540659627123512787e-01 4.495323520375072990e-01 4.600588971910929970e-01 4.395809241239211351e-01 4.430805733196074292e-01 4.570574523198877581e-01 4.802140311191134825e-01 4.818987376528449662e-01 4.754551023706664603e-01
4.113345845584989169e-01 4.800624801238452810e-01 5.114050793897100267e-01 5.153319314013955488e-01 5.196185707480547311e-01 5.240120798917039524e-01 5.321710546436101419e-01 5.192630842391124935e-01 5.282977727671855916e-01 5.315579022691911959e-01 5.227467066260116368e-01 5.217641971968925985e-01 4.961172789647210757e-01 5.101407631083214600e-01 5.163597310873623281e-01 5.084854111017943490e-01 4.949461299214690801e-01 5.054961409727443122e-01 4.821689789350722122e-01 4.906537826268797531e-01 4.840571291567974388e-01 4.621807459849569533e-01 4.679325764284458788e-01 4.578400391275078696e-01 4.557459642304025338e-01 4.692744517473516064e-01 4.649455732136102415e-01 4.637576335579028375e-01 4.517622529304642365e-01 4.477071847443710451e-01
