3.270640288030597920e-01 2.843097806763806301e-01 2.891995918696309009e-01 2.883972790327118951e-01 3.068621473424806845e-01 2.899371703249627452e-01 3.168492661128139432e-01 2.860476455285708153e-01 2.825916232137409279e-01 2.755455863212233347e-01 2.780259761185639444e-01 2.685073581534024867e-01 2.745536340867058001e-01 2.770111357659962303e-01 2.712115831860019699e-01 2.667065578959560979e-01 2.688498854298222440e-01 2.673884831947425655e-01 2.707118697448394617e-01 2.737431745817529571e-01 2.685017056810788949e-01 2.705997032933779023e-01 2.722640895700837449e-01 2.649040433107335279e-01 2.634280716826752355e-01 2.638399379713868842e-01 2.649260349837117001e-01 2.617526386592939347e-01 2.593987086354573868e-01 2.575066607295761201e-01
3.240429822127429693e-01 4.040297566107832750e-01 4.108359402853596909e-01 3.930813786338992477e-01 4.015214800081313706e-01 3.907834470259486381e-01 3.937992297637369354e-01 4.166532047914753289e-01 4.001755387069893533e-01 3.354234310947349917e-01 3.548525064847047883e-01 3.371286574411395121e-01 3.348255230620873490e-01 3.476654777148303066e-01 3.425436220829918277e-01 3.394164124715213227e-01 3.411695634385207843e-01 3.439595405447543053e-01 3.411926163515037191e-01 3.347616131882028001e-01 3.406395709620860246e-01 3.407789657811766126e-01 3.436080187215020953e-01 3.436700952875140214e-01 3.429625366919380469e-01 3.471671410094861465e-01 3.499756539854523285e-01 3.487244255560988382e-01 3.466062789531737520e-01 3.449714938425562649e-01
3.627423037565001840e-01 4.468201686234800074e-01 4.400626302851162186e-01 4.270038765290546379e-01 4.504737583463321871e-01 4.652408548190971049e-01 4.273659857560077602e-01 3.939107043257257246e-01 3.963226753986904272e-01 3.635082147144539366e-01 4.154852792635187475e-01 3.673863809085902155e-01 3.590017943718036286e-01 3.905034884516390692e-01 3.966574276233483798e-01 3.802493999415413883e-01 3.904068624734146065e-01 3.795902942853449646e-01 3.663967352243998610e-01 3.670372972164075431e-01 3.691425402753675256e-01 3.711636653186393131e-01 3.671799505635158223e-01 3.712533610556306707e-01 3.717259122783911351e-01 3.688683393583035985e-01 3.733537123220997400e-01 3.776527369827074043e-01 3.774454876483174237e-01 3.758684125323844549e-01
4.139687641437891918e-01 4.648777086455017638e-01 4.685235712122122198e-01 4.667113406734023084e-01 4.790073124937807014e-01 4.107572466300024039e-01 4.254628857512528506e-01 4.449601145478589426e-01 3.978873656162492112e-01 4.161679380700754605e-01 4.166193801563724541e-01 4.053208160021579687e-01 3.940417277151930242e-01 4.080313363227384693e-01 3.930277693539667161e-01 3.956792469280429048e-01 3.991998339159269493e-01 3.918111537863742111e-01 3.700182471345440094e-01 3.802360698577098019e-01 3.776751406887431384e-01 3.567667302257997441e-01 3.589781278254035035e-01 3.576517984386434201e-01 3.689559986953983017e-01 3.723768658320010250e-01 3.671346341774053834e-01 3.657539169888208708e-01 3.699493802838603185e-01 3.711988820290180735e-01
4.430317468180740015e-01 4.907975188004890521e-01 5.168894691436733968e-01 5.410621550817721337e-01 5.109213668707616174e-01 5.142387397202778931e-01 5.128357394609811548e-01 4.914020571978989227e-01 4.872881676561298114e-01 4.563584671500517942e-01 4.535349841798748116e-01 4.001003977777551346e-01 4.124613736478215942e-01 4.193502466463353562e-01 4.132316069685611493e-01 3.877909891163002776e-01 3.847858390016676289e-01 4.001153066036006178e-01 4.000193304133407568e-01 4.011581740207623703e-01 4.143695924836549582e-01 4.137359655479035947e-01 4.291049832259957175e-01 4.266198308536457984e-01 4.280564978788013453e-01 4.303876704969885614e-01 4.322156787159908142e-01 4.262546844913306932e-01 4.218241735122625902e-01 4.204739987511907917e-01
4.074904431887090839e-01 4.944253980378387481e-01 5.286894001952793243e-01 5.341186061185888567e-01 5.317875647637296810e-01 5.033962330578356514e-01 4.894616720444692204e-01 5.053639574462479578e-01 5.061881115555857402e-01 4.817120144173623886e-01 4.922107888056135860e-01 4.689303665723535963e-01 4.629981388219677196e-01 4.612061131872942643e-01 4.341461711842554694e-01 4.289811089629161911e-01 4.112700203793060449e-01 4.076399352736223558e-01 4.165031498352385064e-01 4.196935325367513459e-01 4.116946735261320378e-01 4.270615188369331627e-01 4.226317433858747807e-01 4.014293048700445787e-01 3.990863584255154861e-01 3.878580446914397517e-01 3.815976338874154661e-01 3.819897536942301053e-01 3.770452130757019904e-01 3.713153711339287066e-01
4.103411699294444159e-01 4.799166489374098177e-01 5.064338496318506744e-01 5.144445805724690013e-01 5.419525655923754792e-01 5.214224419309239078e-01 5.319579867744790302e-01 5.085208312031200828e-01 5.035436004920254005e-01 5.128987121936477989e-01 4.970634408180228392e-01 4.606258416651083931e-01 4.450839552756107320e-01 4.107630417821327429e-01 4.199587719770953020e-01 4.282269022552642745e-01 4.242059225116314169e-01 3.986179118792286813e-01 4.227252425961481319e-01 4.080148303102119067e-01 3.892587236256521699e-01 3.789817808747679706e-01 3.798425205143378114e-01 3.861566916274419281e-01 3.995443987012359810e-01 3.982117190290329067e-01 4.071378211110132650e-01 4.033531876322341558e-01 4.010506849641665150e-01 4.085603069875952120e-01
4.372957188535410711e-01 4.628071158189636103e-01 5.045793329870670307e-01 5.398439954889571180e-01 5.448293246014265234e-01 5.448409320392635369e-01 5.332820838183343071e-01 5.189484202585872286e-01 5.330388532639851462e-01 4.982170800066681449e-01 4.876504304542609303e-01 4.777495323743170541e-01 5.157383734699610978e-01 4.827836675131189081e-01 4.408535581797614067e-01 4.548981515888404492e-01 4.731187154860487243e-01 4.427149537068940099e-01 4.538643287495532919e-01 4.265043016735490800e-01 4.406936423003962600e-01 4.499097474125192120e-01 4.448889735177791183e-01 4.512024969555775700e-01 4.407091469601475131e-01 4.368396827843313845e-01 4.479808724290795796e-01 4.513253700012775926e-01 4.605328596320483192e-01 4.613844605659128684e-01
4.173632370906916744e-01 4.772416861345746830e-01 5.374563327897867726e-01 5.307723214764366038e-01 5.379491394095786694e-01 5.508226476263495819e-01 5.356225262348970340e-01 5.426040286706508287e-01 5.291722719083693516e-01 5.357914989714009923e-01 5.010309572982178938e-01 4.985151469282991799e-01 5.240532188499513744e-01 5.000734384186754644e-01 4.992812258318148344e-01 4.560564585481829414e-01 4.556433303073998409e-01 4.649599217945950547e-01 4.452136202039216339e-01 4.430969169280488673e-01 4.712062163052094244e-01 4.567845535567060522e-01 4.305032149606570213e-01 4.572831558383868011e-01 4.557392233464860887e-01 4.509624354080556952e-01 4.588103452313993524e-01 4.506438563359079219e-01 4.481569487663887297e-01 4.619351672209085491e-01
3.947189783687948261e-01 4.462681535295227597e-01 4.963284518508886412e-01 4.972481654107522298e-01 5.504686813429178205e-01 5.455671783414963727e-01 5.511442609099103107e-01 5.258172989748597370e-01 5.469444381784853704e-01 5.108499306049636424e-01 4.831275696813744913e-01 5.267892490803940397e-01 5.128866507831585375e-01 4.898171039826489381e-01 4.976855663875967006e-01 4.974909020484213351e-01 4.355699828994527567e-01 4.487354888596970515e-01 4.472375705568810145e-01 4.669780928303509659e-01 4.503538065837064397e-01 4.363664593256516566e-01 4.297563029472606932e-01 4.169540186208046117e-01 4.221850761457393020e-01 4.303993673397998876e-01 4.354212468077863218e-01 4.351405543079465699e-01 4.367151392219424388e-01 4.500994244690567636e-01
