"Choi matrices from t=0 to t=1000 log spaced, 100 points. Initial state of environment generated with SeedRandom[91392];ψ=RandomChainProductState[L-1];"
"Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate"
"Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate"
"Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate"
"Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate"
"Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate"
"Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate"
"Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate"
"Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate"
"Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate"
"Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate"
"Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate"
"Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate"
"Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate"
"Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate"
"Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate"
"Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate"
"Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate"
"Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate"
"Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate"
"Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate"
"Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate"
"Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate"
"Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate"
"Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate"
"Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate"
"Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate"
"Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate"
"Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate"
"Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate"
"Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate"
"Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate"
"Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate","Indeterminate"
